text	label
I had a cheque deposited, but I don't see my money yet?	balance_not_updated_after_cheque_or_cash_deposit
I only received $20, but I requested $100.	wrong_amount_of_cash_received
Why did I only get $20 now the full amount I wanted?	wrong_amount_of_cash_received
Why am I being a charged for using my card?	card_payment_fee_charged
How can I dispute a direct debit charge on my account?	direct_debit_payment_not_recognised
I just noticed that I supposedly made a payment to a seller a while back. The problem is, I don't recognize the seller. There must be a way to see who it is or track the payment. Can you do that, because I don't remember this transaction?	direct_debit_payment_not_recognised
When I went to withdraw cash today the ATM gave me the wrong amount of cash. The app is showing a larger amount.	wrong_amount_of_cash_received
I don't know what this Direct Debit payment on my account is for.	direct_debit_payment_not_recognised
Why is there a fee on a card payment?	card_payment_fee_charged
I made a check and cash deposit that wasn't credited to my account.	balance_not_updated_after_cheque_or_cash_deposit
There is a mysterious debit transaction on my statement	direct_debit_payment_not_recognised
How can I dispute a debit transaction?	direct_debit_payment_not_recognised
Can you explain why my payment was charged a fee?	card_payment_fee_charged
I noticed that i got charged extra for using the card.	card_payment_fee_charged
A fee came along with me paying with card	card_payment_fee_charged
Why am I being charged a fee on a card payment?	card_payment_fee_charged
After I deposited my cash, I still don't see it in my account.	balance_not_updated_after_cheque_or_cash_deposit
I need assistance addressing a direct debit that I did not do myself.	direct_debit_payment_not_recognised
Why can't I take $100 out	wrong_amount_of_cash_received
I made a check deposit but the cash hasn't arrived in my account yet.	balance_not_updated_after_cheque_or_cash_deposit
I got charged for with a fee for paying with my card.	card_payment_fee_charged
I see a direct debit transaction that I didn't make.	direct_debit_payment_not_recognised
Why didn't I receive all the cash I requested?	wrong_amount_of_cash_received
So I just went to the ATM to get some cash.  I input that I needed 100 pounds but I only got 80.  I have the receipt  and I am in need of the extra money.  How do I go about obtaining the missing amount?	wrong_amount_of_cash_received
I sent a check into the system but still haven't received the cash yet	balance_not_updated_after_cheque_or_cash_deposit
The amount of money I pushed at the atm machine did not come out of the machine.	wrong_amount_of_cash_received
I got the incorrect amount of money given to me from my account	wrong_amount_of_cash_received
The ATM didn't give me enough money! I asked for more than it gave. What do I do?	wrong_amount_of_cash_received
I deposited cash this morning, but it is not yet available.	balance_not_updated_after_cheque_or_cash_deposit
Why is there a direct debit fee in the App when I didn't do it?	direct_debit_payment_not_recognised
The ATM didn't give me what I asked for but my balance says it did	wrong_amount_of_cash_received
Is there a strict timeline regarding disputing transactions made on my account? I just noticed a fraudulent charge on a statement from a couple months ago.	direct_debit_payment_not_recognised
Why am I not seeing the check I deposited this morning in my account?	balance_not_updated_after_cheque_or_cash_deposit
I did not get the right amount of cash from the ATM.	wrong_amount_of_cash_received
I am still currently waiting for the cash that has been deposited into the account this morning.	balance_not_updated_after_cheque_or_cash_deposit
Why was I charged an extra fee when using the card?	card_payment_fee_charged
After depositing a cheque my balance did not change.	balance_not_updated_after_cheque_or_cash_deposit
I received a fee I should not have.	card_payment_fee_charged
i do not know what this charge is for	direct_debit_payment_not_recognised
How long should a cheque deposit take to show? My account hasn't updated and I want to make sure everything is okay.	balance_not_updated_after_cheque_or_cash_deposit
The app shows Direct Debit payments that I didn't make	direct_debit_payment_not_recognised
I deposited cash but it isn't showing up in my account	balance_not_updated_after_cheque_or_cash_deposit
I want a refund on a direct debit.	direct_debit_payment_not_recognised
When will I see my cash, since I already deposited my check?	balance_not_updated_after_cheque_or_cash_deposit
How can I get my money that I didn't get from the ATM?	wrong_amount_of_cash_received
When will my deposit from this morning show up?	balance_not_updated_after_cheque_or_cash_deposit
The ATM didn't give me the full requested amount	wrong_amount_of_cash_received
On a card payment, why is there a fee?	card_payment_fee_charged
i asked for 100 only got 80	wrong_amount_of_cash_received
Where is my cash deposit in my balance?	balance_not_updated_after_cheque_or_cash_deposit
There was a limited amount of money available at the time of my transaction.	wrong_amount_of_cash_received
How can I request cash back? The ATM just gave me the wrong amount that I've been charged though...	wrong_amount_of_cash_received
Why hasn't my cheque processed?	balance_not_updated_after_cheque_or_cash_deposit
I can't recognise this Direct Debit payment.	direct_debit_payment_not_recognised
I deposited a check yesterday to up my account balance, but that deposit hasn't shown up yet.  It's been a day already!	balance_not_updated_after_cheque_or_cash_deposit
Recently, a few weeks ago there was a transaction made on my account by some seller that I don't recognize. I am very certain that didn't happen  and will like for you to trace back to make sure.	direct_debit_payment_not_recognised
I have a fee and I don't know why	card_payment_fee_charged
My cash deposit from a week ago is still not in my account. Can you help me please?	balance_not_updated_after_cheque_or_cash_deposit
My account was charged a fee. When did you start charging extra for card payments?	card_payment_fee_charged
Help, the ATM didn't give me all the money I requested	wrong_amount_of_cash_received
My account balance doesn't reflect an update I made by cheque yesterday. Is something wrong or is the system slow?	balance_not_updated_after_cheque_or_cash_deposit
When do you charge fees on accounts? I just saw a charge on my statement.	card_payment_fee_charged
How do I know which payments I make will have additional fees? Where can I find this information online?	card_payment_fee_charged
How do I see what fees I am supposed to be charged on my account? I've noticed fees on some transactions, but not on others. This is very confusing and I cannot find a pattern to what I am being charged?	card_payment_fee_charged
There's an unauthorized direct debit in my app.	direct_debit_payment_not_recognised
I made a cash deposit a few days ago and it's still not reflected in my account. Do you know what might have happened?	balance_not_updated_after_cheque_or_cash_deposit
I was not distributed the correct amount of cash that I asked for	wrong_amount_of_cash_received
I took out cash from the ATM, but something must have went wrong, My account shows the correct amount of cash I took out, but the ATM didn't give me that amount. How do I get my money back?	wrong_amount_of_cash_received
The balance hasn't changed yet after depositing a cheque with some money.	balance_not_updated_after_cheque_or_cash_deposit
How was I charged extra when I used my card to pay?	card_payment_fee_charged
Why am I charged a fee for using my card on some purchases?	card_payment_fee_charged
My balance is not right. It has not been updated for the cash or cheque deposit.	balance_not_updated_after_cheque_or_cash_deposit
I'm at the ATM right now and it only allowed me to withdraw 10 pounds instead of my requested 30. What's going on? How can I fix this?	wrong_amount_of_cash_received
Why is there a direct debit payment on my statement that I didn't do?	direct_debit_payment_not_recognised
Why is the check I deposited this morning not showing up?	balance_not_updated_after_cheque_or_cash_deposit
I have been charged an extra fee when buying from your store. Why is this?	card_payment_fee_charged
I recently deposited some money into my account, but it still isn't showing up. What's going on?	balance_not_updated_after_cheque_or_cash_deposit
I sent a cheque to you a few days ago and the deposit has yet to appear in my account. I need this money, what is the problem?	balance_not_updated_after_cheque_or_cash_deposit
Why are there fees for using a card?	card_payment_fee_charged
How do I dispute a direct debit on my account?	direct_debit_payment_not_recognised
I normally don't use ATMs, but I was in a rush today and had to withdraw some cash. The ATM gave me the wrong amount of money and now my app is not showing the same amount as it should. What do I do?	wrong_amount_of_cash_received
Why is there a fee for using my card?	card_payment_fee_charged
Am I getting charged for making a payment?	card_payment_fee_charged
Machines make mistakes too! The ATM gave me the wrong amount of money. Too much!	wrong_amount_of_cash_received
Why isn't my cheque deposit showing on my account?  I though it would be faster and would like to to look into it and help.	balance_not_updated_after_cheque_or_cash_deposit
Why was there an extra charge because I used my card to pay?	card_payment_fee_charged
i did not get any money but still was charged	wrong_amount_of_cash_received
I am tired of getting charged fees, and I have no idea why, please let me know what/when you charge fees for.	card_payment_fee_charged
Hi, I want to inquire about my balance. Some cash was deposited and it hasn't updated yet.	balance_not_updated_after_cheque_or_cash_deposit
I made a deposit a couple of days back it's, as of yet, not gone in! It would be ideal if you assist me with this	balance_not_updated_after_cheque_or_cash_deposit
I went tot the ATM earlier today and didn't realize this till now but I did not get all the money I requested.  I believe my account was charged for 100 but I only got 80.  Is there any way we can solve this problem?	wrong_amount_of_cash_received
Why do I have to pay extra for using my card?	card_payment_fee_charged
There was an extra fee when I paid with the card.	card_payment_fee_charged
How did the extra charge on my card come in effect?	card_payment_fee_charged
Is there a fee for making a payment? If so, let me know why.	card_payment_fee_charged
Why has my account balance not changed after depositing a cheque?	balance_not_updated_after_cheque_or_cash_deposit
I want to see what this fee is on my card payment.	card_payment_fee_charged
I have been charged a fee that I didn't know about. Why have you charged me extra for card payments?	card_payment_fee_charged
Why did I not get all the money that I asked for? I asked for all the cash in my my account, but I only got about half. Why is that??	wrong_amount_of_cash_received
A false direct debit payment is showing in my app	direct_debit_payment_not_recognised
Why isn't my money from a check deposit showing?	balance_not_updated_after_cheque_or_cash_deposit
my check or cash deposit has not shown up	balance_not_updated_after_cheque_or_cash_deposit
There are automatic debits on my account that I did not make.	direct_debit_payment_not_recognised
The cheque I deposited isn't showing in my account	balance_not_updated_after_cheque_or_cash_deposit
There's a weird payment showing in my app that I definitely haven't made myself, as I haven't used the card at all that day. Please cancel that and return my money.	direct_debit_payment_not_recognised
The cast deposit from a week ago still is not in my account. Why?	balance_not_updated_after_cheque_or_cash_deposit
I think something went wrong, I didn't get the right amount.	wrong_amount_of_cash_received
hey, I think someone stole my card numbers. There is a purchase showing up on my app from a store pretty far away from me.. I really need that money back to pay my rent.	direct_debit_payment_not_recognised
How come I was charged an extra fee when paying with the card?	card_payment_fee_charged
I didn't make the direct debit payment on my account.	direct_debit_payment_not_recognised
There is a debit transaction on my statement that I did not make	direct_debit_payment_not_recognised
I see a fee that I think was charged because I paid by card.	card_payment_fee_charged
When will my deposit be processed?	balance_not_updated_after_cheque_or_cash_deposit
Please help! I was looking at my account and saw a transaction with a seller I don't remember. Is it possible for you to track the sale, because I really don't think I made a payment to them.	direct_debit_payment_not_recognised
When do i get charged a fee for using the card?	card_payment_fee_charged
There was a strange transaction made on my account a couple weeks ago by a seller I don't recognize. May you please check on this transaction for me.	direct_debit_payment_not_recognised
Why is there a fee associated with card use?	card_payment_fee_charged
I've deposited a check but the cash isn't showing that it's there yet.	balance_not_updated_after_cheque_or_cash_deposit
I have an unknown charge.	direct_debit_payment_not_recognised
I don't know what this Direct Debit payment is.	direct_debit_payment_not_recognised
Hello! I randomly got charged an extra fee today as i was shopping online and i have no idea why! Are there extra fees for card payments? Or am i missing something here?	card_payment_fee_charged
The ATM shows a withdraw of the amount of money I requested but I didn't revieve that amount in cash.	wrong_amount_of_cash_received
It didn't give me my cash	wrong_amount_of_cash_received
You promised no fees but now I've got one. What the hell!?	card_payment_fee_charged
When using my card I was charged a fee for doing so, why?	card_payment_fee_charged
The machine gave me the wrong amount of cash.	wrong_amount_of_cash_received
I made a cash deposit going to my account but it is not there	balance_not_updated_after_cheque_or_cash_deposit
Let me know when I get charged extra for payments. I saw on the app a fee I wasn't forewarned about.	card_payment_fee_charged
After trying to update my account balance yesterday by cheque it doesn't seem to working. Shouldn't the process be quicker? I need my account looked at because there appears to be a problem.	balance_not_updated_after_cheque_or_cash_deposit
I am not recognizing a debit payment from my account.	direct_debit_payment_not_recognised
I've already sent the money out and still have not received money in my account.	balance_not_updated_after_cheque_or_cash_deposit
I tried to withdraw 50 pounds but it only gave me 30. Where is the rest of my money?	wrong_amount_of_cash_received
I checked the app and my balance has not been updated for the cash or cheque deposit.	balance_not_updated_after_cheque_or_cash_deposit
I withdrew $100 but only received $20	wrong_amount_of_cash_received
I need to be made aware when I am being charged an extra amount for payments please. I looked over the app earlier and noticed an additional feel related to one of the payments. I was not warned about this before.	card_payment_fee_charged
I made a deposit and the balance hasn't been updated.	balance_not_updated_after_cheque_or_cash_deposit
I tried to withdraw some money from an ATM this morning but wasn't able to get the amount of cash I needed. The amount in the app says what I was trying to withdraw was deducted, but I don't have any money. What do I do about this?	wrong_amount_of_cash_received
I have not used my card all day, however, there is an unusual payment showing in my app.  I would like to have that amount reimbursed.	direct_debit_payment_not_recognised
How long will it take for the cash I deposited this morning to show up?	balance_not_updated_after_cheque_or_cash_deposit
My app is showing a payment that I know I did not do. Can you please cancel that transaction and credit my account please?	direct_debit_payment_not_recognised
How can I tell if there will be a fee added to my payment or not?	card_payment_fee_charged
There is a direct debit payment on my account that I didn't authorize.	direct_debit_payment_not_recognised
Who do I contact if there is a direct debit that I did not create.	direct_debit_payment_not_recognised
Was I charged extra for using my card?	card_payment_fee_charged
Why isn't my deposit in my account?	balance_not_updated_after_cheque_or_cash_deposit
Help! I'm missing money, I deposited a cheque but its not showing on my balance.	balance_not_updated_after_cheque_or_cash_deposit
Am I able to look back at a transaction to see who with drawled some money from my account? I don't remember authorizing this a few weeks ago, but wanted to double check who took the money.	direct_debit_payment_not_recognised
What is the charge for paying with my card?	card_payment_fee_charged
I put money in my account a week ago but its still not there?? What happened to my money?	balance_not_updated_after_cheque_or_cash_deposit
My balance was not updated with my checque or cash deposit.	balance_not_updated_after_cheque_or_cash_deposit
There is a direct debit patentp that I haven't authorized.	direct_debit_payment_not_recognised
I paid with my card and ended up being charged a fee.	card_payment_fee_charged
Why is my withdrawal wrong? I took out $100 but only received $20.	wrong_amount_of_cash_received
Why isn't my cash deposit showing up in my account?	balance_not_updated_after_cheque_or_cash_deposit
Why hasn't my cash been deposited yet?	balance_not_updated_after_cheque_or_cash_deposit
My app shows a direct debit that isn't mine.	direct_debit_payment_not_recognised
I still do not see the cash deposit in my account from last week. Why?	balance_not_updated_after_cheque_or_cash_deposit
What are the reasons to be charged a fee on card payments?	card_payment_fee_charged
I was not given the amount of cash I withdrew	wrong_amount_of_cash_received
Hello, I didn't receive the right amount on my ATM transaction,  the app shows the correct amount how can we fix this	wrong_amount_of_cash_received
I made an ATM withdraw it didn't give me the amount I asked for but is showing a withdraw for that amount.	wrong_amount_of_cash_received
I see a direct debit transaction in the app that is not mine	direct_debit_payment_not_recognised
Why is my deposit still pending?	balance_not_updated_after_cheque_or_cash_deposit
Who charged me a fee for paying by card?	card_payment_fee_charged
Where can I find out the fee structure for my account? I have been charged fees for some transactions, but not for other ones. I can't find a pattern in these fees.	card_payment_fee_charged
Why didn't the ATM give me all my money	wrong_amount_of_cash_received
Why am I being charged fees on some transactions but not on others? What am I missing here? I cannot find where to see the fee structure on my account. Help!	card_payment_fee_charged
I see a direct debit charge that I did not approve	direct_debit_payment_not_recognised
I did a cash deposit to my account but it doesn't show up	balance_not_updated_after_cheque_or_cash_deposit
My cheque deposit didn't seem to work.	balance_not_updated_after_cheque_or_cash_deposit
I did not receive the right amount of cash I requested	wrong_amount_of_cash_received
Purchases I did not make are appearing in my bank statement?	direct_debit_payment_not_recognised
What should I do about a direct debit that I did not set up?	direct_debit_payment_not_recognised
HELP! I tried to get cash and it gave me some, but not the right amount!	wrong_amount_of_cash_received
Got only $20 when I tried to withdraw $100.	wrong_amount_of_cash_received
I paid with my card so so why was I charged a transaction fee?	card_payment_fee_charged
I put money in my account a week ago but its still not there, what is happening?	balance_not_updated_after_cheque_or_cash_deposit
The cheque I sent to you to have deposited a couple days ago has not cleared in my account yet. What is the issue?	balance_not_updated_after_cheque_or_cash_deposit
ATM only gave me $20 instead of $100	wrong_amount_of_cash_received
I deposited a cheque with some money, but the balance hasn't changed.	balance_not_updated_after_cheque_or_cash_deposit
I asked for more cash than what was received	wrong_amount_of_cash_received
I don't know where this debit transaction on my statement came from.	direct_debit_payment_not_recognised
I put money into my account in the form of a cheque, but my balance did not change.	balance_not_updated_after_cheque_or_cash_deposit
I am so angry right now!  I went to the ATM and did not get the correct amount of money I chose to withdraw.  How could this happen?  I need my money and want to know how I can get it ASAP!	wrong_amount_of_cash_received
When will the check I deposited post to my account?	balance_not_updated_after_cheque_or_cash_deposit
There was a direct debit I don't recognize.	direct_debit_payment_not_recognised
Why didn't I get the amount I requested at the ATM?	wrong_amount_of_cash_received
Why hasn't my balance been updated? I've deposited a few cheques some days ago!	balance_not_updated_after_cheque_or_cash_deposit
I was charged a hidden fee when I paid with card.	card_payment_fee_charged
Why am I charged an extra fee on my card?	card_payment_fee_charged
Help, your app is showing a larger WD than I actually did earlier at an ATM.	wrong_amount_of_cash_received
Why is there a charged fee for debit or credit card payment?	card_payment_fee_charged
Why did I only get $20 when I asked for $100?	wrong_amount_of_cash_received
I did not receive the correct amount of cash.	wrong_amount_of_cash_received
Why is my cash deposit not in my account?	balance_not_updated_after_cheque_or_cash_deposit
I have a fee showing from last time I used my card.	card_payment_fee_charged
I was charged and shouldn't have been charged when using my card!	card_payment_fee_charged
I received $20 but I entered $100	wrong_amount_of_cash_received
I recently bought an item using my card and I was charged an extra fee why is this?	card_payment_fee_charged
What do I do if there is a direct debit on my account that shouldn't be there?	direct_debit_payment_not_recognised
There is a direct debit transaction on my statement that I think is not mine. How do I remove?	direct_debit_payment_not_recognised
I found a direct debit I would like to dispute	direct_debit_payment_not_recognised
I haven't received the money from the check I deposited.	balance_not_updated_after_cheque_or_cash_deposit
I selected to withdrawal 30 pounds but only received 10. I'm still standing in front of the ATM. The app shows i took out 30 pounds also. How do i fix this?	wrong_amount_of_cash_received
Why is my money not in my account. I have already sent it out.	balance_not_updated_after_cheque_or_cash_deposit
I can't figure out why I haven't gotten my cash, when I already put the check in the bank.	balance_not_updated_after_cheque_or_cash_deposit
Why is my balance still the same after a cheque deposit?	balance_not_updated_after_cheque_or_cash_deposit
I see a direct debit payment on my app that I did not do	direct_debit_payment_not_recognised
Why am I getting charged more for using my card?	card_payment_fee_charged
There's a direct debit payment that I don't recognize.	direct_debit_payment_not_recognised
I see a direct debit transaction in my app that I didn't make.	direct_debit_payment_not_recognised
What can i pay with out  fees	card_payment_fee_charged
I tried to withdraw 40 pounds but only 20 came out. Did you steal my money?	wrong_amount_of_cash_received
I sent you a cheque a few days ago and I noticed that nothing has happened yet. Can you tell me the status of my cheque please?	balance_not_updated_after_cheque_or_cash_deposit
I was given less cash then I wanted.	wrong_amount_of_cash_received
I noticed a new fee on my account. I didn't know there were fees for these payments. What is the policy?	card_payment_fee_charged
Why is it taking so long for my money to appear in my account? I have been waiting a week!	balance_not_updated_after_cheque_or_cash_deposit
Where can I check to see if there will be a fee added to my payment? Are there specific instances that will result in a fee added?	card_payment_fee_charged
The correct amount of cash was not received.	wrong_amount_of_cash_received
Please help me with the amount that i have withdrawn from the ATM today, the ATM has given me wrong sum of amount, and i could see that the app is displaying the greater amount than taken out.	wrong_amount_of_cash_received
Is it possible to dispute a debit payment from a couple of months ago.	direct_debit_payment_not_recognised
What is the fee charged for using my card?	card_payment_fee_charged
I only got $20 of the $100 that I attempted to withdraw.	wrong_amount_of_cash_received
I deposited a check, but haven't received the funds for it.	balance_not_updated_after_cheque_or_cash_deposit
Cash withdrawal was incorrect at ATM.	wrong_amount_of_cash_received
I did a cash deposit to my account, but I am not seeing it on my statement.	balance_not_updated_after_cheque_or_cash_deposit
This debit is not my transcation. How do I get my money out back?	direct_debit_payment_not_recognised
my atm transaction was wrong	wrong_amount_of_cash_received
There is a transaction showing in my app that I did not make as I have not used that card all day.  Please reimburse this amount to my account.	direct_debit_payment_not_recognised
I found a charge on my debit that I did not make.	direct_debit_payment_not_recognised
Explain the extra fee on my card when paying.	card_payment_fee_charged
I got less cash at the ATM than I asked for. Why?	wrong_amount_of_cash_received
People are using my debit card - help!	direct_debit_payment_not_recognised
I just found a payment from a while back in my account that I didn't make.  Can I still dispute it even though it was a couple of months ago?	direct_debit_payment_not_recognised
Unusual direct deposit	direct_debit_payment_not_recognised
Why am I being charged a fee for using my card? If there is some print out of places that charge me can you please send me that?	card_payment_fee_charged
I have an unauthorized direct debit on my account	direct_debit_payment_not_recognised
I haven't received my cash yet.	wrong_amount_of_cash_received
Why wasn't it obvious that you charge for payments? If you put the fees in an easy to read format, this could have been avoided.	card_payment_fee_charged
I sent a cheque a few days ago and i noticed that no money has been put on my account. Can you please tell me the situation of my account?	balance_not_updated_after_cheque_or_cash_deposit
How do I dispute a debit that I didn't make?	direct_debit_payment_not_recognised
My account statements show a debit payment that I didn't make it's from some time ago I need to know if it is disputable.	direct_debit_payment_not_recognised
I deposited a cheque a week ago but have yet to receive the cash.	balance_not_updated_after_cheque_or_cash_deposit
After I used my card I saw I was charged a fee for using it	card_payment_fee_charged
I just went through a old statement and noticed that a very large payment went through and i did not make it. It was from a few months ago, can I still dispute the payment?	direct_debit_payment_not_recognised
I got less cash than what I specified for through the ATM.	wrong_amount_of_cash_received
Why is there a direct debit to my account? I didn't do that.	direct_debit_payment_not_recognised
When will my cheque process?	balance_not_updated_after_cheque_or_cash_deposit
You advertise no fee when paying with a card then my statement shows a fee.	card_payment_fee_charged
I requested money from the ATM and it didn't give me as much as I requested.	wrong_amount_of_cash_received
I could only take the amount of money that was available to me which was less then I expected.	wrong_amount_of_cash_received
A debit came through that I need to dispute.	direct_debit_payment_not_recognised
What was the extra charge for using my card?	card_payment_fee_charged
The ATM didn't give me enough money.	wrong_amount_of_cash_received
I was given the wrong amount of cash	wrong_amount_of_cash_received
I am still waiting for the cash to be returned from a cheque I deposited!	balance_not_updated_after_cheque_or_cash_deposit
Why have i been charged a fee for using my card?	card_payment_fee_charged
I did not receive all of my cash back	wrong_amount_of_cash_received
If the ATM only gave me 10 pounds instead of the 30 I requested, what do I do?	wrong_amount_of_cash_received
I paid with card and was charged a fee that shouldn't be there!	card_payment_fee_charged
i used a check check yesterday to balance my account and it isn't showing up?	balance_not_updated_after_cheque_or_cash_deposit
Someone else charged my card!	direct_debit_payment_not_recognised
I withdrew money from an ATM today, and now my account is showing a different amount than what I withdrew. I checked the amount the ATM gave me, and it looks like it gave me the wrong amount of money. What is the best thin for me to do to get this fixed?	wrong_amount_of_cash_received
The atm didn't give me all my cash	wrong_amount_of_cash_received
I wrote a check to the account yesterday to add to my balance, but I don't see the amount of the check reflected anywhere.  Is it being held up for some reason?  I should have seen a new balance by now!	balance_not_updated_after_cheque_or_cash_deposit
I got some cash but it wasn't the right amount.	wrong_amount_of_cash_received
I have a direct debit I didn't set up	direct_debit_payment_not_recognised
This fee shouldn't be there after I paid with a card.	card_payment_fee_charged
there is a debit i dont recognize	direct_debit_payment_not_recognised
Last week I put a cash deposit into my account and it is still isn't there.	balance_not_updated_after_cheque_or_cash_deposit
I checked my account and see that funds were deducted from a seller I didn't approve of. Can you help me understand?	direct_debit_payment_not_recognised
I was just going over my transactions for the past couple of months and noticed a large type charge that I know I did not make. Even though it's been a while can I please still dispute this?	direct_debit_payment_not_recognised
My mother deposited a cheque into my account last week, why is it still not showing up?	balance_not_updated_after_cheque_or_cash_deposit
There is a direct debit payment that I did not make.	direct_debit_payment_not_recognised
There is a payment I don't recognise!	direct_debit_payment_not_recognised
I didn't get all the money I asked for	wrong_amount_of_cash_received
$20 came out instead of $100	wrong_amount_of_cash_received
tell me why I was charged more with my card?	card_payment_fee_charged
Why does it cost more to pay with my card?	card_payment_fee_charged
I put some cash into my account but it's not displaying that on my balance.	balance_not_updated_after_cheque_or_cash_deposit
Why do some of my payments have fees?  I don't understand.	card_payment_fee_charged
I do not recognize a direct debit payment that I see on my app	direct_debit_payment_not_recognised
There is a direct debit charge on my account that I don't recognize.	direct_debit_payment_not_recognised
I just saw a fee on my account. When do these get charged?	card_payment_fee_charged
after going over my transactions for the last couple of months I noticed a pretty large charge that I know I did not make. I know it's been a while but can I still dispute this charge?	direct_debit_payment_not_recognised
I got charged a service fee on my account. Can it be waived since I didn't know about it before?	card_payment_fee_charged
The cash deposit I made this morning has not been credited to my account	balance_not_updated_after_cheque_or_cash_deposit
A fee that shouldn't be there is there after using my card!	card_payment_fee_charged
I paid with my card and was charged extra	card_payment_fee_charged
Why was an extra charge added when I used my card?	card_payment_fee_charged
I need a refund on a direct debit that shows in the app because I did not make it.	direct_debit_payment_not_recognised
Why isn't my deposit showing up?	balance_not_updated_after_cheque_or_cash_deposit
There is a Direct Debit that looks suspicious.	direct_debit_payment_not_recognised
The amount of cash I received was not the full amount	wrong_amount_of_cash_received
I have a direct debit on my records that is strange and I need help.	direct_debit_payment_not_recognised
